Number,Ticker,Current Close,Technical Indicator,Note
2,RMBS,13.98,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  6 -- stock is down 0% the last month
1,ROX,0.79,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
2,ROX,0.79,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  56 -- stock is down -1% the last month
1,ROYL,0.60,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  11 -- stock is down -2% for the day
2,ROYL,0.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
1,RP,30.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.75% - moving average convergence divergence  -- stock is down -1% for the day
2,RP,30.25,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  34 -- stock is down -1% for the day
1,RRR,23.60,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  17 -- stock is down -1% the last month
2,RRR,23.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.09% - moving average convergence divergence  -- stock is down -1% the last month
1,RS,80.50,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  17 -- stock is down -2% for the day
2,RS,80.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.71% - moving average convergence divergence  -- stock is down -2% for the day
1,RST,8.81,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.35% - moving average convergence divergence  -- stock is down -1% the last month
2,RST,8.81,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  19 -- stock is down -1% the last month
1,RTK,2.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% for the day
2,RTK,2.55,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  41 -- stock is down -6% for the day
1,RTTR,3.32,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  41 -- stock is down -2% the last month
2,RTTR,3.32,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last month
1,RVEN,5.80,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  74 -- stock is down -1% the last month
2,RVEN,5.80,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,RWC,4.95,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% the last 3 months
2,RWC,4.95,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  40 -- stock is down -6% the last 3 months
1,RWM,49.03,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  84 -- stock is down -12% the last 3 months
2,RWM,49.03,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.66% - moving average convergence divergence  -- stock is down -12% the last 3 months
1,SAN,5.56,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last month
2,SAN,5.56,,Relative Stregnth Index:  64 -  Stochastic Oscillator:  75 -- stock is down -2% the last month
1,SBB,40.10,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  82 -- stock is down -12% the last 3 months
2,SBB,40.10,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.48% - moving average convergence divergence  -- stock is down -12% the last 3 months
1,SBGI,33.65,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  38 -- stock is down -1% for the day
2,SBGI,33.65,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.89% - moving average convergence divergence  -- stock is down -1% for the day
1,SCHO,50.45,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  93 -- stock is down 0% the last 3 months
2,SCHO,50.45,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last 3 months
1,SCPB,30.55,Simple Average,50 / 200 day cross within 0.16% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% for the day
2,SCPB,30.55,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  100 -- stock is down 0% for the day
1,SCTO,24.14,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  42 -- stock is down -1% for the day
2,SCTO,24.14,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.58% - moving average convergence divergence  -- stock is down -1% for the day
1,SCZ,51.52,Simple Average,50 / 200 day cross within 0.28% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,SCZ,51.52,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  96 -- stock is down -1% for the day
1,SDLP,4.20,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -8% for the day
2,SDLP,4.20,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  18 -- stock is down -8% for the day
1,SFR,30.55,,Relative Stregnth Index:  73 -  Stochastic Oscillator:  95 -- stock is down 0% the last month
2,SFR,30.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.14% - moving average convergence divergence  -- stock is down 0% the last month
1,SGMA,4.62,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -8% the last 3 months
2,SGMA,4.62,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  19 -- stock is down -8% the last 3 months
1,SGMO,3.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -20% the last 3 months
2,SGMO,3.55,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  34 -- stock is down -20% the last 3 months
1,SHG,39.19,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.46% - moving average convergence divergence  -- stock is down -2% for the day
2,SHG,39.19,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  78 -- stock is down -2% for the day
1,SHOR,6.95,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% for the day
2,SHOR,6.95,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  50 -- stock is down -4% for the day
1,SHV,110.37,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  100 -- stock is down 0% the last week
2,SHV,110.37,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last week
1,SHY,84.52,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last 3 months
2,SHY,84.52,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  86 -- stock is down 0% the last 3 months
1,SIEN,8.50,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  13 -- stock is down -1% the last month
2,SIEN,8.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.36% - moving average convergence divergence  -- stock is down -1% the last month
1,SIFY,0.94,,Relative Stregnth Index:  74 -  Stochastic Oscillator:  64 -- stock is down -4% the last 3 months
2,SIFY,0.94,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -4% the last 3 months
1,SINA,68.66,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.28% - moving average convergence divergence  -- stock is down -1% for the day
2,SINA,68.66,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  89 -- stock is down -1% for the day
1,SIPE,19.92,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last month
2,SIPE,19.92,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  76 -- stock is down 0% the last month
1,SKM,21.34,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.19% - moving average convergence divergence  -- stock is down -1% for the day
2,SKM,21.34,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  58 -- stock is down -1% for the day
1,SKOR,50.10,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last 3 months
2,SKOR,50.10,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  56 -- stock is down -2% the last 3 months
1,SLVO,8.78,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.11% - moving average convergence divergence  -- stock is down -5% the last 3 months
2,SLVO,8.78,,Relative Stregnth Index:  66 -  Stochastic Oscillator:  82 -- stock is down -5% the last 3 months
1,SMBC,33.64,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  50 -- stock is down -1% for the day
2,SMBC,33.64,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,SMDV,52.58,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  16 -- stock is down -3% the last month
2,SMDV,52.58,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -3% the last month
1,SMEZ,48.19,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  99 -- stock is down -1% for the day
2,SMEZ,48.19,Simple Average,50 / 200 day cross within 0.26% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,SMTX,1.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last 3 months
2,SMTX,1.33,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  19 -- stock is down -7% the last 3 months
1,SOR,36.60,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  59 -- stock is down -1% the last month
2,SOR,36.60,Simple Average,50 / 200 day cross within 0.53% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
1,SPAR,9.35,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  38 -- stock is down -1% the last month
2,SPAR,9.35,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,SPE,14.16,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  87 -- stock is down 0% the last 3 months
2,SPE,14.16,Simple Average,50 / 200 day cross within 0.43% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last 3 months
1,SPGI,120.62,,Relative Stregnth Index:  72 -  Stochastic Oscillator:  97 -- stock is down -3% the last 3 months
2,SPGI,120.62,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.47% - moving average convergence divergence  -- stock is down -3% the last 3 months
1,SPHD,39.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
2,SPHD,39.60,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  20 -- stock is down -1% for the day
1,SPLK,57.40,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  36 -- stock is down -4% the last 3 months
2,SPLK,57.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.11% - moving average convergence divergence  -- stock is down -4% the last 3 months
1,SPUU,38.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.70% - moving average convergence divergence  -- stock is down -1% for the day
2,SPUU,38.40,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  57 -- stock is down -1% for the day
1,SR,63.70,Simple Average,50 / 200 day cross within 0.36% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
2,SR,63.70,,Relative Stregnth Index:  40 -  Stochastic Oscillator:  47 -- stock is down -2% for the day
1,SRET,14.51,,Relative Stregnth Index:  41 -  Stochastic Oscillator:  85 -- stock is down -2% for the day
2,SRET,14.51,Simple Average,50 / 200 day cross within 0.76% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
1,SRLN,47.58,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  92 -- stock is down 0% the last month
2,SRLN,47.58,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% the last month
1,SRT,8.59,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% the last week
2,SRT,8.59,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  78 -- stock is down -1% the last week
1,SSB,90.10,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  61 -- stock is down -2% for the day
2,SSB,90.10,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.06% - moving average convergence divergence  -- stock is down -2% for the day
1,STAY,16.15,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.50% - moving average convergence divergence  -- stock is down -2% for the day
2,STAY,16.15,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  56 -- stock is down -2% for the day
1,STKS,1.58,,Relative Stregnth Index:  26 -  Stochastic Oscillator:  26 -- stock is down -34% the last 3 months
2,STKS,1.58,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -34% the last 3 months
1,STLY,0.98,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  46 -- stock is down -41% the last 3 months
2,STLY,0.98,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -41% the last 3 months
1,STN,26.90,,Relative Stregnth Index:  62 -  Stochastic Oscillator:  19 -- stock is down -1% for the day
2,STN,26.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.58% - moving average convergence divergence  -- stock is down -1% for the day
1,STOT,49.59,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  55 -- stock is down -2% the last 3 months
2,STOT,49.59,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last 3 months
1,STPZ,52.69,,Relative Stregnth Index:  65 -  Stochastic Oscillator:  84 -- stock is down 0% the last month
2,STPZ,52.69,Simple Average,50 / 200 day cross within 0.08% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last month
1,STWD,22.29,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last week
2,STWD,22.29,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  89 -- stock is down -1% the last week
1,STX,44.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.20% - moving average convergence divergence  -- stock is down -1% the last month
2,STX,44.90,,Relative Stregnth Index:  80 -  Stochastic Oscillator:  18 -- stock is down -1% the last month
1,SUNW,2.06,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -5% the last week
2,SUNW,2.06,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  71 -- stock is down -5% the last week
1,SVT,10.03,Simple Average,50 / 200 day cross within 0.61% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last month
2,SVT,10.03,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  64 -- stock is down -2% the last month
1,SYKE,28.10,,Relative Stregnth Index:  33 -  Stochastic Oscillator:  30 -- stock is down -3% the last month
2,SYKE,28.10,Simple Average,50 / 200 day cross within 0.55% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last month
1,SYN,0.82,,Relative Stregnth Index:  33 -  Stochastic Oscillator:  25 -- stock is down -5% the last month
2,SYN,0.82,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -5% the last month
1,SYNA,56.51,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.35% - moving average convergence divergence  -- stock is down -3% for the day
2,SYNA,56.51,,Relative Stregnth Index:  55 -  Stochastic Oscillator:  60 -- stock is down -3% for the day
1,SYPR,0.95,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  71 -- stock is down -8% the last 3 months
2,SYPR,0.95,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -8% the last 3 months
1,SYRX,0.27,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -8% the last month
2,SYRX,0.27,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  44 -- stock is down -8% the last month
1,TANH,1.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -5% the last week
2,TANH,1.90,,Relative Stregnth Index:  31 -  Stochastic Oscillator:  4 -- stock is down -5% the last week
1,TBBK,7.04,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  7 -- stock is down -4% for the day
2,TBBK,7.04,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% for the day
1,TBF,23.92,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.97% - moving average convergence divergence  -- stock is down -1% the last month
2,TBF,23.92,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  40 -- stock is down -1% the last month
1,TCAP,19.18,Simple Average,50 / 200 day cross within 0.59% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last 3 months
2,TCAP,19.18,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  83 -- stock is down -2% the last 3 months
1,TDTF,25.17,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  69 -- stock is down -1% the last 3 months
2,TDTF,25.17,Simple Average,50 / 200 day cross within 0.80% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last 3 months
1,TDTT,24.82,,Relative Stregnth Index:  68 -  Stochastic Oscillator:  20 -- stock is down 0% the last month
2,TDTT,24.82,Simple Average,50 / 200 day cross within 0.12% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last month
1,TDY,122.02,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.73% - moving average convergence divergence  -- stock is down -2% the last month
2,TDY,122.02,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  47 -- stock is down -2% the last month
1,TFLO,50.13,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  33 -- stock is down 0% the last 3 months
2,TFLO,50.13,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down 0% the last 3 months
1,TGLS,11.89,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  16 -- stock is down -3% for the day
2,TGLS,11.89,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.08% - moving average convergence divergence  -- stock is down -3% for the day
1,THLD,0.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -4% the last week
2,THLD,0.50,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  38 -- stock is down -4% the last week
1,THR,20.65,,Relative Stregnth Index:  80 -  Stochastic Oscillator:  77 -- stock is down -2% the last month
2,THR,20.65,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.87% - moving average convergence divergence  -- stock is down -2% the last month
1,THRM,34.65,Simple Average,50 / 200 day cross within 0.84% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
2,THRM,34.65,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  42 -- stock is down -1% the last month
1,TIF,78.05,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  37 -- stock is down -2% for the day
2,TIF,78.05,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.40% - moving average convergence divergence  -- stock is down -2% for the day
1,TIPT,6.50,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  56 -- stock is down -1% the last week
2,TIPT,6.50,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% the last week
1,TIVO,18.65,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross within 0.39% of 10 day SMA; 10 day pointing up - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -7% the last 3 months
2,TIVO,18.65,,Relative Stregnth Index:  26 -  Stochastic Oscillator:  19 -- stock is down -7% the last 3 months
1,TKF,6.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.90% - moving average convergence divergence  -- stock is down -2% the last week
2,TKF,6.90,,Relative Stregnth Index:  65 -  Stochastic Oscillator:  98 -- stock is down -2% the last week
1,TLLP,57.96,,Relative Stregnth Index:  81 -  Stochastic Oscillator:  88 -- stock is down -1% for the day
2,TLLP,57.96,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -1% for the day
1,TLOG,0.06,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -60% the last 3 months
2,TLOG,0.06,,Relative Stregnth Index:  17 -  Stochastic Oscillator:  14 -- stock is down -60% the last 3 months
1,TNH,114.45,,Relative Stregnth Index:  79 -  Stochastic Oscillator:  87 -- stock is down 0% the last month
2,TNH,114.45,Simple Average,50 / 200 day cross within 0.62% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% the last month
1,TOLZ,39.48,,Relative Stregnth Index:  49 -  Stochastic Oscillator:  62 -- stock is down -1% for the day
2,TOLZ,39.48,Simple Average,50 / 200 day cross within 1.00% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,TOTL,48.64,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  79 -- stock is down -3% the last 3 months
2,TOTL,48.64,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -3% the last 3 months
1,TPRE,11.20,,Relative Stregnth Index:  42 -  Stochastic Oscillator:  11 -- stock is down -7% the last 3 months
2,TPRE,11.20,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -7% the last 3 months
1,TRMR,2.43,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last week
2,TRMR,2.43,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  61 -- stock is down -2% the last week
1,TRNS,10.90,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  58 -- stock is down -1% for the day
2,TRNS,10.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,TRT,3.40,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  57 -- stock is down -1% the last month
2,TRT,3.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% the last month
1,TRV,117.51,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.20% - moving average convergence divergence  -- stock is down -5% the last month
2,TRV,117.51,,Relative Stregnth Index:  45 -  Stochastic Oscillator:  30 -- stock is down -5% the last month
1,TSLA,250.63,Simple Average,50 / 200 day cross within 0.62% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -1% for the day
2,TSLA,250.63,,Relative Stregnth Index:  77 -  Stochastic Oscillator:  95 -- stock is down -1% for the day
1,TTEK,43.25,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  22 -- stock is down -1% for the day
2,TTEK,43.25,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.78% - moving average convergence divergence  -- stock is down -1% for the day
1,TTF,7.81,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  40 -- stock is down -2% the last 3 months
2,TTF,7.81,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.13% - moving average convergence divergence  -- stock is down -2% the last 3 months
1,TUR,33.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.47% - moving average convergence divergence  -- stock is down -12% the last 3 months
2,TUR,33.60,,Relative Stregnth Index:  65 -  Stochastic Oscillator:  98 -- stock is down -12% the last 3 months
1,TUTI,22.51,Simple Average,50 / 200 day cross within 0.40% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,TUTI,22.51,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  100 -- stock is down -1% for the day
1,TUTT,21.90,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  63 -- stock is down 0% for the day
2,TUTT,21.90,Simple Average,50 / 200 day cross within 0.14% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% for the day
1,TUZ,50.71,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -1% the last 3 months
2,TUZ,50.71,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  80 -- stock is down -1% the last 3 months
1,TV,22.51,,Relative Stregnth Index:  64 -  Stochastic Oscillator:  80 -- stock is down -2% for the day
2,TV,22.51,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.52% - moving average convergence divergence  -- stock is down -2% for the day
